广州,七星时尚公寓(广州新白云机场店),,4.8,,白云区人和镇高增村德华路四巷八横5号（靠近白云机场，3号线高增地铁站B出口东660米）
广州,IU酒店(广州淘金地铁站店),,4.6,,越秀区淘金北路1号1楼
广州,亚朵·精品公寓(广州高铁南站会江地铁站店),,4.8,,番禺区大石街道石北工业大道644号巨大国际公寓21楼2107室
广州,M3空间影院主题酒店,,5,,白云区江高镇江城路118号
广州,丽斯假日连锁公寓,,4.9,,番禺区石山大道南敏捷时空公馆1栋商铺831（近广州南站）
广州,朋莱酒店(上下九省中医院店),,4.8,,越秀区大德路100号
广州,麗枫酒店(广州白云机场空港店),,4.8,,花都区花东镇朝阳路25号
广州,喜欢Like江景公寓(南沙万达广场店),,4.5,,南沙区海滨路185号万达广场b3栋6楼611室
广州,喜运来公寓(广州南站地铁站店),,4.4,,番禺区仓洲街4巷2号（近广州南站）
广州,广州星河湾半岛酒店,,4.8,,番禺区沙溪大道星执外国语小学东侧
广州,鹏泰商务公寓,,5,,番禺区韦涌村新填地路三街三巷9号
广州,曼哈顿酒店(新白云国际机场店),,5,,白云区人和镇矮岗村矮岗北街西七街4号
广州,茉莉花香主题公寓(新天地店),,4.9,,番禺区贝岗村大街状元食坊南50米（近新天地商城）
广州,鲜居精品主题酒店(广州汉溪市桥哈街店),,4.9,,番禺区市桥桥南哈街138号（近奥园广场、大润发）
广州,广州澳斯汀酒店,,4.8,,白云区棠溪祥岗东街13号（近新市百信广场）
广州,新月主题公寓(西门口地铁站店),,4.7,,越秀区西华路486号（近市一医院、美食街）
广州,寓米公寓(广州汉溪长隆地铁站万达广场店),,4.9,,番禺区汉溪大道东387号万达广场B4栋1118室（近长隆欢乐世界、香江动物园）
广州,万爱情侣主题酒店(从化店),,5,,从化区街口街镇北路26号（中医院对面）
广州,友佳商务假日公寓,,4.9,,番禺区石壁街道大洲村头庙路14-1号
广州,IU酒店(广州淘金地铁站店),,4.6,,越秀区淘金北路1号1楼
广州,七星时尚公寓(广州新白云机场店),,4.8,,白云区人和镇高增村德华路四巷八横5号（靠近白云机场，3号线高增地铁站B出口东660米）
广州,朋莱酒店(上下九省中医院店),,4.8,,越秀区大德路100号
广州,星期8公寓,,4.8,,海珠区赤沙村南约一巷32号
广州,亚朵·精品公寓(广州高铁南站会江地铁站店),,4.8,,番禺区大石街道石北工业大道644号巨大国际公寓21楼2107室
广州,喜欢Like江景公寓(南沙万达广场店),,4.5,,南沙区海滨路185号万达广场b3栋6楼611室
广州,鹏泰商务公寓,,5,,番禺区韦涌村新填地路三街三巷9号
广州,喜运来公寓(广州南站地铁站店),,4.4,,番禺区仓洲街4巷2号（近广州南站）
广州,茉莉花香主题公寓(新天地店),,4.9,,番禺区贝岗村大街状元食坊南50米（近新天地商城）
广州,安季酒店,,4.9,,增城区新塘镇广深大道东172号（近新塘公园、国际牛仔城）
广州,广州花都木莲庄酒店(原合景喜来登酒店),,4.4,,花都区山前大道东段天湖峰境园内（近九龙湖欧式公主小镇）
广州,盒子空间·好客公寓(广州大学城广大店),,4.9,,番禺区星光下道北亭村128号（近地铁4号线大学城北D出口、383路公交广大站）
广州,鲜居精品主题酒店(广州汉溪市桥哈街店),,4.9,,番禺区市桥桥南哈街138号（近奥园广场、大润发）
广州,新月主题公寓(西门口地铁站店),,4.7,,越秀区西华路486号（近市一医院、美食街）
广州,万爱情侣主题酒店(从化店),,5,,从化区街口街镇北路26号（中医院对面）
广州,广州白天鹅宾馆,,4.8,,荔湾区沙面南街1号（近六二三路）
广州,M3空间影院主题酒店,,5,,白云区江高镇江城路118号
广州,麗枫酒店(广州白云机场空港店),,4.8,,花都区花东镇朝阳路25号
广州,友佳商务假日公寓,,4.9,,番禺区石壁街道大洲村头庙路14-1号
广州,云水名居快捷公寓(广州南站店),,5,,番禺区石壁街道大洲村西边路18号（近广州南站西门、大洲幼儿园）
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,金方住宿,,4.8,,金湾区三灶镇安堂村福堂街二巷23号
珠海,玖恋主题公寓,,4.9,,金湾区三灶镇安堂村中安街二巷7号
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,格林豪泰商务酒店(珠海机场科干院店),,4.9,,金湾区红旗镇广安路319号（近红旗客运站、红旗文化广场）
珠海,珠海拱北亚朵S网易严选酒店,,4.9,,香洲区石花西路167号智汇西九大厦1楼大厅（近富华里、拱北口岸）
珠海,一路走吧主题公寓(拱北口岸店),,4.3,,香洲区拱北夏湾昌平路478号
珠海,菲菲商务公寓,,5,,金湾区三灶镇正表村西平街13号（正表公交站后面）
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,星住·星月湾酒店(珠海歌剧院情侣中路店),,5,,香洲区朝阳路物资大厦1楼（朝阳市场旁）
珠海,星座海岸酒店,,4.3,,香洲区金鼎镇高新区科技八路海岸生活区4号楼（近珠海北站、金鼎市场）
珠海,艺展国际酒店,,4.8,,香洲区华威路96号（邻近明珠轻轨站，山姆会员商店）
珠海,珠海长隆横琴湾酒店(海洋王国店),,4.8,,香洲区横琴区环岛东路与长隆大道交汇处富祥湾长隆国际度假区内
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,悦颜商务酒店,,4.4,,金湾区高栏港经济区精细化工区南港西路南厂房7-8号铺（近珠海大道）
珠海,派酒店(珠海拱北口岸城轨总站店),,4.6,,香洲区迎宾南路2039号（距拱北口岸1.2公里，恒虹世纪广场旁）
珠海,珠海度假村酒店,,4.6,,香洲区石花东路9号
珠海,汉庭(珠海斗门大信新都汇店),,4.8,,斗门区中兴中路265号
珠海,尚客优连锁酒店(珠海斗门大信新都汇井岸大桥店),,5,,斗门区中兴中路桥南小区3号底商（大信新都汇旁，近井岸大桥）
珠海,珠海星汇国际公寓,,0,,香洲区保税区宝盛路奥园观山海商务广场7栋1楼
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,海悦酒店(拱北口岸桂花南路店),,5,,香洲区拱北口岸桂花南路88号桂花苑1楼大厅
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,OYO·金色夏湾酒店,,3.8,,香洲区东升西街30号（近夏湾市场）
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,怡爱思主题酒店,,4.9,,斗门区井岸镇新民路79号2楼
珠海,88连锁酒店,,4.3,,斗门区连桥路299号1栋
珠海,珠海粤财皇冠假日酒店,,4.9,,香洲区吉大景山路188号（近九洲城、国贸购物广场）
珠海,城市便捷酒店(珠海大学城唐家湾广场店),,4.3,,香洲区唐淇路3035号（福乐购百货4楼，近唐家客运站）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,星住·馨之栈商旅酒店(城轨明珠站店),,5,,香洲区鞍莲路89号
珠海,宏安公寓,,4.7,,斗门区井岸镇新堂商业街31号（新堂市场南）
珠海,珠海度假村酒店,,4.6,,香洲区石花东路9号
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,雨潼酒店式公寓,,4.9,,金湾区三灶镇田心村乐康街二巷28号
珠海,左岸骊景花园酒店,,4.5,,金湾区升平大道中336号
珠海,锦枫主题概念酒店(情侣中路歌剧院店),,4.3,,香洲区凤凰北路2021号（近扬名广场、珠海歌剧院）
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,尚客优连锁酒店(珠海斗门大信新都汇井岸大桥店),,5,,斗门区中兴中路桥南小区3号底商（大信新都汇旁，近井岸大桥）
珠海,雨潼酒店式公寓,,4.9,,金湾区三灶镇田心村乐康街二巷28号
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,OYO·金色夏湾酒店,,3.8,,香洲区东升西街30号（近夏湾市场）
珠海,珠海馨港酒店,,4.5,,金湾区高栏港珠海大道328号安宇花园4栋二层（南通公交站对面，新南水客运站旁）
珠海,梦海酒店公寓(机场店),,4.6,,金湾区白石公村桂花里中57号（机场候机楼正对面）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,依山壹舍民宿,,4.9,,金湾区琴石路462号
珠海,恒大精品住宿,,4.6,,金湾区南水镇金龙多惠超市旁边
珠海,珠海粤财皇冠假日酒店,,4.9,,香洲区吉大景山路188号（近九洲城、国贸购物广场）
珠海,左岸骊景花园酒店,,4.5,,金湾区升平大道中336号
珠海,珠海加林国际公寓(国际会展中心店),,4.9,,香洲区宝顺路57号朗珽广场1楼（近珠海国际会展中心）
珠海,怡爱思主题酒店,,4.9,,斗门区井岸镇新民路79号2楼
珠海,好住·糖果屋公寓,,4.7,,香洲区横琴镇南角街19号（工商局北侧，横琴公安大楼对面）
珠海,珠海度假村酒店,,4.6,,香洲区石花东路9号
珠海,同学青年旅舍,,4.8,,香洲区拱北联安路188号骏发山庄2栋骏雅阁3501（骏德会酒店旁）
珠海,西苑酒店,,4.7,,香洲区翠前北三街418号
珠海,现代商旅酒店(拱北口岸店),,4.3,,香洲区夏湾港三路康乐花园2栋5号楼（距供水总公司100米）
珠海,八号住宿(安堂店),,4.7,,金湾区福堂街二巷8号（距百世汇通快递100米，海乐购后面）
珠海,城市便捷酒店(珠海斗门井岸大信步行街店),,4.6,,斗门区井岸镇港霞东路179号
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,怡爱思主题酒店,,4.9,,斗门区井岸镇新民路79号2楼
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,星住·馨之栈商旅酒店(城轨明珠站店),,5,,香洲区鞍莲路89号
珠海,imok·可以酒店(情侣中路日月贝歌剧院店),,5,,香洲区情侣中路339号滨海大厦1楼
珠海,88连锁酒店,,4.3,,斗门区连桥路299号1栋
珠海,元启堂生态酒店,,4.1,,香洲区夏湾路280号春泽名园正门旁
珠海,麗枫酒店(珠海富力优派广场店),,4.8,,香洲区宝盛路与宝利路交汇处富力优派广场D栋1楼
珠海,珠海度假村酒店,,4.6,,香洲区石花东路9号
珠海,现代商旅酒店(拱北口岸店),,4.3,,香洲区夏湾港三路康乐花园2栋5号楼（距供水总公司100米）
珠海,珠海长隆横琴湾酒店(海洋王国店),,4.8,,香洲区横琴区环岛东路与长隆大道交汇处富祥湾长隆国际度假区内
珠海,派酒店(珠海新香洲华润万家城轨明珠站店),,4.7,,香洲区昌业路103号（珠海市一中附近，距离华润万家150米）
珠海,龙域酒店(前山明珠轻轨站店),,3.9,,香洲区明珠南路3328号（明珠北公车站旁边、近体育中心）
珠海,华羽民富酒店(拱北口岸店),,4.7,,香洲区拱北夏湾粤海中路2067号
珠海,米特精品主题公寓(奥园广场店),,5,,香洲区梅界路奥园广场SY1栋219商铺（近CC影城门口）
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,汉庭(珠海斗门大信新都汇店),,4.8,,斗门区中兴中路265号
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
珠海,华夏唯爱主题酒店(斗门体育馆中兴南路店),,4.8,,斗门区井岸镇中兴南路308号与江湾一路交汇处（顺客隆商场旁，近斗门区体育馆）
珠海,金皇大酒店,,4.7,,金湾区平沙二路1088号（平沙客运站旁）
珠海,背包客太空舱酒店(拱北口岸店),,4.5,,香洲区迎宾南路迎宾广场五座三楼（麦当劳楼上，临近拱北口岸）
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,懒居公寓,,4.2,,香洲区金凤路宁堂村7号
珠海,新濠润假日酒店(润通楼店),,4.3,,香洲区水湾路19号
珠海,珠海前门酒店,,4.7,,香洲区明珠南路2023号
珠海,海悦酒店(拱北口岸桂花南路店),,5,,香洲区拱北口岸桂花南路88号桂花苑1楼大厅
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,阳光玫瑰优品酒店,,4.7,,香洲区南屏北山正街北一巷7号（近北山牌坊、华发商都）
珠海,元启堂生态酒店,,4.1,,香洲区夏湾路280号春泽名园正门旁
珠海,尚客优连锁酒店(拱北口岸店),,4.5,,香洲区拱北莲花路293号（粤华社区居委会旁）
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,TOWO上品酒店(珠海机场正表店),,5,,金湾区三灶镇正表村东平街126号（近珠海金湾机场）
珠海,唛潮酒店(拱北口岸夏湾店),,3.7,,香洲区夏湾粤华西路271-275号（第二人民医院巴士站旁）
珠海,海湾丽景公寓(拱北口岸店),,4.7,,香洲区侨光路26号（近情侣路、拱北口岸 ）
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
珠海,珠海星汇国际公寓,,0,,香洲区保税区宝盛路奥园观山海商务广场7栋1楼
珠海,金皇大酒店,,4.7,,金湾区平沙二路1088号（平沙客运站旁）
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,懒居公寓,,4.2,,香洲区金凤路宁堂村7号
珠海,背包客太空舱酒店(拱北口岸店),,4.5,,香洲区迎宾南路迎宾广场五座三楼（麦当劳楼上，临近拱北口岸）
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,华夏唯爱主题酒店(斗门体育馆中兴南路店),,4.8,,斗门区井岸镇中兴南路308号与江湾一路交汇处（顺客隆商场旁，近斗门区体育馆）
珠海,仁熙假日酒店,,4.9,,金湾区三灶镇海澄正表村泰平街一巷50号
珠海,艺展国际酒店,,4.8,,香洲区华威路96号（邻近明珠轻轨站，山姆会员商店）
珠海,阳光玫瑰优品酒店,,4.7,,香洲区南屏北山正街北一巷7号（近北山牌坊、华发商都）
珠海,雨潼酒店式公寓,,4.9,,金湾区三灶镇田心村乐康街二巷28号
珠海,依山壹舍民宿,,4.9,,金湾区琴石路462号
珠海,八号住宿(安堂店),,4.7,,金湾区福堂街二巷8号（距百世汇通快递100米，海乐购后面）
珠海,泉舍度假酒店,,4.8,,金湾区三灶镇田心村永康街二巷36号（近珠海机场、吉林大学珠海校区）
珠海,梦海酒店公寓(机场店),,4.6,,金湾区白石公村桂花里中57号（机场候机楼正对面）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,麗枫酒店(珠海富力优派广场店),,4.8,,香洲区宝盛路与宝利路交汇处富力优派广场D栋1楼
珠海,领峰酒店公寓,,5,,金湾区三灶镇正表村升平街6号
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
